age,seniority,men,urban,private,marital,y
75,20,1,0,1,C,0
44,20,1,0,1,C,1
58,5,1,0,1,C,0
57,7,0,0,1,C,0
36,5,0,0,1,C,1
46,5,0,0,1,C,0
45,5,1,0,1,C,0
35,5,1,0,1,S,0
29,5,1,0,1,S,1
27,5,0,1,1,S,0
56,5,0,1,1,S,1
43,5,1,1,1,C,1
60,5,1,1,1,C,0
44,5,1,0,1,C,0
25,5,0,0,1,C,1
37,5,1,0,1,C,0
46,5,0,0,1,C,0
55,5,1,1,1,C,0
28,5,1,1,1,S,0
45,5,0,1,1,C,0
54,5,1,1,1,C,0
43,5,1,0,1,C,0
28,5,0,1,1,S,1
53,5,1,0,1,C,0
27,5,0,0,1,S,0
37,5,1,1,1,C,1
69,5,1,0,1,C,0
34,5,0,0,1,S,0
46,5,1,1,1,C,0
40,6,1,1,1,C,0
73,5,0,1,1,O,1
53,5,0,1,1,O,1
50,5,0,1,1,C,0
56,5,1,0,1,C,0
50,5,1,0,1,C,0
57,5,0,1,1,S,1
30,5,0,1,1,S,0
58,5,0,1,1,O,0
46,5,1,1,1,C,0
70,5,1,0,1,C,0
33,5,1,0,1,C,0
27,5,1,0,1,S,0
27,5,1,1,1,O,1
43,5,0,0,1,S,1
46,5,0,0,1,C,0
47,5,0,1,1,C,1
60,5,1,0,1,C,0
65,5,1,0,1,C,0
34,5,1,0,1,C,0
29,5,0,0,1,C,1
26,5,1,1,1,S,0
28,5,1,0,1,S,0
23,5,1,0,1,S,0
48,5,1,1,1,S,1
41,5,1,0,1,C,0
27,5,1,0,1,S,0
49,5,1,0,1,C,0
54,5,1,0,1,C,0
41,5,0,0,1,S,0
24,5,1,1,1,S,1
28,5,0,0,1,S,0
30,6,1,0,1,S,0
30,5,1,0,1,C,0
25,5,0,0,1,S,1
43,5,0,0,1,C,1
27,4,0,0,1,S,0
33,4,0,0,1,S,0
29,4,0,0,1,S,1
28,4,0,0,1,C,1
45,4,0,0,1,C,0
41,4,0,0,1,C,0
54,4,1,0,1,C,0
27,4,1,0,1,S,0
32,4,0,0,1,C,0
34,4,0,0,1,C,0
49,4,0,0,1,C,1
30,4,1,0,1,S,0
47,4,1,0,1,C,0
60,4,0,1,1,C,1
29,4,1,0,1,S,0
41,27,0,0,1,C,0
61,23,1,1,1,C,1
35,22,0,0,1,S,1
38,12,0,0,1,C,0
43,12,1,0,1,C,0
42,8,0,0,1,O,1
35,5,1,1,1,C,1
34,4,0,1,1,C,1
23,4,1,0,1,S,0
51,4,0,0,1,C,0
37,4,1,0,1,C,0
39,4,0,1,1,O,0
50,4,0,0,1,C,0
34,4,1,0,1,C,0
45,4,0,1,1,C,1
47,4,0,0,1,C,0
35,4,1,0,1,C,1
29,4,0,1,1,C,0
36,4,0,0,1,C,0
27,4,0,1,1,S,0
42,4,1,0,1,C,0
46,4,1,0,1,C,0
53,4,1,0,1,C,0
34,4,1,1,1,S,1
32,4,1,1,1,S,0
30,11,1,0,1,S,1
31,7,0,0,1,S,1
23,6,0,0,1,C,1
62,5,1,0,1,C,0
32,4,0,1,1,S,0
38,4,1,0,1,C,0
46,4,1,1,1,C,0
69,4,1,0,1,C,0
34,4,0,0,1,S,0
26,4,0,1,1,S,1
25,4,0,1,1,S,0
54,4,1,0,1,C,0
61,4,1,0,1,C,0
53,4,1,1,1,C,0
31,4,1,0,1,S,0
27,4,0,0,1,S,1
50,4,1,1,1,C,0
34,4,1,0,1,S,0
44,4,1,0,1,C,0
55,4,1,0,1,C,0
50,4,1,0,1,C,0
31,4,1,1,1,S,0
58,4,1,0,1,O,0
26,4,0,0,1,C,0
43,4,1,1,1,C,0
44,21,0,0,1,C,1
30,4,1,0,1,C,0
34,4,1,0,1,C,0
70,4,1,0,1,C,0
32,4,1,1,1,S,0
35,4,1,1,1,S,0
47,4,1,0,1,O,0
29,4,0,1,1,S,0
35,4,1,1,1,S,1
33,4,1,1,1,S,0
27,4,0,0,1,S,0
51,4,1,1,1,C,0
42,4,1,0,1,C,0
39,4,1,0,1,S,0
26,10,1,0,1,S,1
38,4,1,1,1,C,1
27,4,1,0,1,S,0
37,4,1,1,1,S,1
48,4,0,0,1,C,0
38,4,1,1,1,C,0
56,4,1,0,1,C,0
24,4,0,0,1,S,1
34,4,1,0,1,C,0
39,17,1,0,1,S,1
38,8,0,0,1,C,1
59,4,0,1,1,C,0
31,4,0,0,1,S,1
35,4,1,1,1,C,1
30,4,0,1,1,C,0
38,4,1,0,1,C,0
24,4,0,0,1,S,1
31,4,0,1,1,C,1
29,4,1,0,1,C,0
39,4,1,0,1,S,0
37,4,0,0,1,C,0
68,4,1,1,1,C,0
58,4,1,0,1,C,0
64,4,0,0,1,C,0
28,4,1,0,1,C,0
35,4,0,1,1,C,1
28,4,1,0,1,C,0
65,4,1,0,1,C,0
22,4,1,0,1,S,1
48,4,1,0,1,C,0
43,4,1,0,1,C,0
58,4,1,0,1,C,0
32,4,0,0,1,S,0
27,4,0,0,1,C,1
54,4,1,1,1,C,0
37,4,0,1,1,C,1
58,16,1,0,1,C,0
29,12,0,0,1,S,1
34,5,1,1,1,O,0
68,4,1,1,1,C,0
50,4,1,1,1,C,0
29,4,0,1,1,S,0
39,9,0,0,1,C,1
33,4,1,0,1,S,0
20,4,1,0,1,S,1
48,4,0,0,1,C,0
29,4,1,1,1,C,0
35,4,1,0,1,C,0
46,4,0,1,1,C,1
44,4,1,1,1,C,0
47,4,0,0,1,C,0
48,4,1,1,1,C,0
70,4,1,0,1,C,0
47,4,1,0,1,C,0
53,4,1,1,1,C,0
58,4,1,0,1,C,1
52,4,1,1,1,C,0
37,4,0,1,1,S,1
39,4,1,0,1,C,0
53,4,1,1,1,O,0
30,4,1,0,1,C,0
33,4,1,0,1,C,0
53,4,1,1,1,C,0
24,4,1,0,1,S,0
27,4,0,1,1,S,0
45,4,1,0,1,C,0
51,17,1,1,1,C,0
35,4,1,1,1,C,1
53,4,0,0,1,C,0
39,4,1,0,1,O,0
62,4,1,0,1,C,0
48,4,0,1,1,S,0
34,4,1,0,1,S,0
47,4,1,0,1,C,0
36,4,1,1,1,C,1
38,4,1,0,1,C,0
50,4,0,1,1,O,1
30,4,1,1,1,C,1
30,4,1,0,1,C,0
30,4,1,0,1,S,0
31,4,0,1,1,S,1
34,4,0,1,1,C,1
53,4,0,1,1,O,0
41,4,1,0,1,C,0
38,4,1,1,1,C,0
35,4,1,0,1,C,0
50,4,1,0,1,C,0
57,4,1,0,1,C,0
49,4,0,0,1,C,0
24,4,1,0,1,S,0
40,20,1,0,1,S,0
18,6,1,1,1,S,0
63,4,0,1,1,C,0
29,4,0,1,1,C,0
35,4,1,0,1,C,1
30,4,0,0,1,C,0
34,4,1,1,1,C,1
47,4,1,0,1,C,0
30,4,0,1,1,C,1
48,4,1,0,1,C,0
34,4,1,1,1,C,1
56,4,0,0,1,O,0
26,4,1,0,1,C,0
63,4,1,1,1,C,0
41,4,0,1,1,C,1
49,4,0,1,1,C,0
60,4,1,0,1,C,0
43,4,1,1,1,C,0
41,4,1,0,1,C,0
62,4,0,0,1,C,0
62,20,1,1,1,C,0
27,8,1,0,1,S,1
39,8,1,0,1,C,0
36,4,0,1,1,C,1
38,4,1,1,1,C,0
37,4,0,0,1,C,0
66,4,1,1,1,C,0
60,4,1,1,1,C,0
46,4,0,0,1,C,0
74,4,1,0,1,C,0
43,4,0,0,1,C,0
23,4,1,0,1,C,1
34,8,1,1,1,C,1
50,4,1,0,1,C,0
63,4,1,1,1,C,0
65,4,1,0,1,C,0
24,4,1,1,1,S,0
67,9,0,1,1,C,1
22,4,1,1,1,C,1
52,4,0,1,1,C,1
39,4,1,0,1,C,0
55,4,1,0,1,C,0
22,7,1,0,1,S,1
35,4,1,0,1,O,0
59,4,0,0,1,C,0
70,20,1,0,1,C,0
62,18,0,1,1,C,0
31,18,1,0,1,S,0
33,7,1,0,1,C,0
28,4,1,0,1,S,0
38,4,1,0,1,C,0
69,4,1,0,1,C,0
50,4,0,0,1,C,0
52,4,0,1,1,C,1
26,4,0,0,1,C,1
31,4,1,1,0,C,0
22,4,1,0,1,S,0
43,4,0,0,1,C,0
32,4,0,1,1,C,1
45,4,0,1,1,C,1
40,4,1,0,1,C,0
53,4,1,1,1,S,0
42,4,1,0,1,C,0
27,4,1,0,1,C,0
43,4,1,0,1,C,0
41,4,0,0,1,C,0
47,4,0,1,1,C,1
36,4,1,1,0,C,1
30,7,1,1,1,S,1
44,4,1,0,1,C,0
71,19,0,0,1,O,1
67,19,1,0,1,C,0
41,5,0,0,1,C,0
23,4,1,0,1,S,0
22,4,1,1,1,S,1
44,4,1,0,1,C,0
30,4,0,0,1,S,0
29,4,1,0,1,S,0
30,4,0,0,1,C,1
29,4,1,0,1,C,1
67,4,0,1,1,C,0
29,4,1,0,1,S,0
40,4,0,0,1,C,0
38,4,1,0,1,C,0
47,4,1,0,1,C,0
50,4,0,1,1,C,1
38,4,0,1,1,C,0
22,4,1,0,1,C,0
56,4,0,0,1,C,0
18,4,1,0,1,S,0
27,4,1,0,1,S,0
41,4,1,0,1,C,0
40,4,0,0,1,C,0
80,4,1,0,1,C,0
46,4,1,0,1,C,0
27,4,1,0,1,S,0
29,4,1,0,1,O,0
68,4,0,1,1,C,0
58,4,1,1,1,C,0
24,4,1,0,1,C,0
51,4,1,0,1,C,0
29,4,1,0,1,C,0
31,4,1,1,1,S,0
43,4,0,0,1,C,0
30,4,1,1,1,S,1
54,4,1,1,1,C,0
49,4,1,1,1,C,0
33,4,0,1,1,C,0
56,4,1,1,1,C,0
56,3,1,1,1,C,0
65,19,1,0,1,C,0
34,9,0,0,1,C,0
28,8,1,0,1,S,0
78,8,1,0,1,C,0
37,5,1,1,1,C,0
36,5,1,1,1,C,1
47,4,1,1,1,C,0
24,4,1,0,0,S,0
26,3,0,0,1,C,1
38,3,0,1,1,C,0
24,3,1,0,1,S,1
40,3,1,0,1,S,0
34,3,1,0,1,S,1
30,3,1,1,1,S,0
22,3,1,0,1,S,0
31,3,1,1,1,C,1
26,3,0,0,1,O,0
35,3,0,0,1,O,1
26,3,0,0,1,C,1
47,3,1,0,1,C,0
71,3,1,0,1,C,0
34,3,1,1,1,C,1
31,3,1,0,1,C,0
50,3,1,0,1,C,0
27,3,1,0,0,C,0
19,3,1,1,1,S,1
49,3,0,0,1,C,0
39,3,1,0,1,C,0
43,3,1,0,1,C,0
27,3,0,0,1,C,0
48,3,0,1,1,S,0
27,27,1,0,1,S,1
40,14,1,1,1,S,0
36,4,0,0,1,S,1
33,3,0,0,1,C,0
34,3,1,1,1,C,1
40,3,0,0,1,O,0
23,3,1,1,1,S,0
22,3,1,0,1,S,0
33,3,1,0,1,C,0
29,3,0,1,1,S,1
44,3,0,0,1,O,0
53,3,0,0,1,C,0
30,3,0,1,1,C,1
42,3,1,0,1,C,0
46,3,1,0,1,C,0
74,3,1,0,1,C,0
24,3,1,0,1,C,0
54,3,1,0,1,S,0
27,3,1,1,1,S,1
35,3,1,0,1,C,0
70,3,1,0,1,C,0
29,22,0,1,1,O,1
35,13,0,0,1,C,0
47,9,0,1,1,S,0
60,8,1,0,1,C,1
34,7,0,0,1,C,1
60,3,1,0,1,C,0
70,3,1,0,1,C,0
45,3,1,0,1,C,0
36,3,1,0,1,C,0
41,3,1,0,1,S,0
67,3,1,0,1,C,0
30,3,1,1,1,C,1
74,3,1,0,1,C,0
60,3,0,0,1,C,0
61,3,1,0,1,C,0
60,3,1,1,1,C,0
57,3,1,0,1,O,0
26,3,0,1,1,S,1
26,3,1,0,1,S,0
26,3,1,1,1,C,0
28,3,0,0,1,S,0
34,3,1,0,1,C,0
33,3,1,1,1,S,0
29,3,0,0,1,S,1
52,3,1,1,1,C,0
33,3,1,0,1,C,1
21,3,1,0,1,S,0
26,3,1,1,1,S,0
26,3,1,0,1,S,0
54,12,0,1,1,O,1
34,3,0,0,1,C,0
33,3,1,1,1,C,1
53,3,1,1,1,C,0
53,3,1,0,1,C,0
25,3,0,0,1,S,1
43,3,1,0,1,C,0
48,3,1,0,1,C,0
52,3,1,0,1,C,0
41,3,0,0,1,C,0
51,3,1,0,1,C,0
58,3,1,1,1,C,0
27,3,1,1,1,S,1
43,3,0,0,1,C,0
46,3,1,1,1,C,0
37,3,1,0,1,C,0
53,3,0,0,1,C,0
46,3,1,0,1,C,0
44,3,1,0,1,C,0
51,3,0,0,1,O,1
76,26,1,0,1,C,0
56,25,1,0,1,C,1
49,15,1,0,1,C,0
26,8,1,0,1,S,1
58,8,1,1,1,C,0
29,8,1,0,1,S,1
42,4,0,0,1,C,0
32,3,0,1,1,C,0
18,3,1,0,1,S,1
23,3,0,1,1,S,0
51,3,1,0,1,C,0
38,3,0,0,1,C,0
42,3,0,0,1,C,0
62,3,1,0,1,C,0
51,3,1,0,1,C,0
34,3,1,0,1,S,0
51,3,1,1,1,C,0
16,3,1,0,1,S,0
34,3,1,1,1,C,1
56,3,1,0,1,C,0
29,3,0,0,1,S,0
48,3,1,1,1,C,0
24,3,0,0,1,S,1
34,3,1,0,1,C,0
29,3,0,1,1,S,1
24,3,0,1,1,S,1
73,3,1,1,1,C,0
36,3,0,1,1,O,1
30,14,0,0,1,O,0
27,8,1,0,1,O,1
26,7,1,0,1,C,0
37,6,0,0,1,C,1
45,5,1,0,1,C,0
19,3,0,1,1,S,1
29,3,1,0,1,S,0
26,3,1,0,1,C,0
33,3,1,0,1,S,0
25,3,1,0,1,S,0
20,3,1,0,1,S,0
28,3,0,0,1,S,0
24,3,0,1,1,S,1
49,3,0,0,1,C,0
35,3,1,0,1,S,0
46,3,1,1,1,C,0
26,3,1,0,1,C,0
60,3,1,0,1,C,0
33,3,0,1,1,S,1
36,3,1,0,1,C,0
28,3,0,0,1,S,0
45,3,0,1,1,C,0
26,3,0,1,1,S,1
57,3,1,1,1,C,0
57,3,1,0,1,C,0
32,3,1,0,1,C,0
67,3,1,0,1,C,0
24,3,1,1,1,S,1
23,3,0,0,1,S,1
25,3,1,1,1,S,1
32,9,1,0,1,O,1
28,8,1,0,1,S,1
31,3,0,0,1,C,0
44,4,1,1,1,C,0
29,4,1,1,1,S,0
22,3,1,0,1,S,0
44,3,1,0,1,S,0
42,4,1,1,1,O,0
61,3,1,0,1,C,0
46,3,1,0,1,C,0
45,3,1,0,1,C,0
22,3,1,0,1,S,0
35,3,1,0,1,C,0
33,3,0,1,1,C,0
37,3,0,1,1,C,1
19,3,1,1,1,S,1
28,3,1,0,1,C,1
50,3,1,0,1,C,0
45,3,0,1,1,C,1
37,3,0,0,1,C,0
42,3,1,1,1,C,0
38,15,1,0,1,C,0
26,9,1,0,1,S,0
35,7,1,1,1,C,1
34,3,1,0,1,C,0
79,3,0,1,1,C,0
22,3,1,0,1,S,1
34,3,0,0,1,C,0
30,3,1,0,1,C,0
37,3,1,1,1,C,1
50,3,0,0,1,C,0
44,3,0,1,1,C,0
23,3,1,0,1,S,1
34,3,1,1,1,C,0
28,3,0,0,1,S,1
40,3,1,0,1,C,0
32,3,1,1,1,S,0
47,3,1,0,1,C,0
43,3,1,1,1,O,1
28,3,0,1,1,O,0
51,3,1,0,1,S,0
32,3,1,0,1,C,0
34,3,0,0,1,C,0
65,38,1,0,1,C,0
29,3,1,1,1,C,1
26,3,0,1,1,S,0
40,3,1,0,1,C,0
37,3,0,1,1,S,0
64,3,0,1,1,C,1
27,3,0,0,1,S,1
35,3,1,0,1,C,0
45,3,1,1,1,S,0
60,20,0,1,1,C,1
30,4,1,0,1,S,0
15,3,1,0,1,S,0
57,3,1,1,1,C,0
35,3,0,1,1,O,1
74,3,1,1,0,O,0
24,3,0,0,1,S,1
29,3,1,0,1,S,0
27,3,1,0,1,S,0
41,3,1,1,1,C,0
48,3,1,0,1,O,0
25,3,1,0,1,C,0
53,3,0,0,1,C,0
23,3,1,1,1,S,1
47,3,1,0,1,C,0
47,3,0,1,1,C,1
23,3,0,0,1,C,1
48,3,1,0,1,C,1
48,3,1,0,1,C,0
21,3,1,0,1,S,0
52,3,1,0,1,O,0
70,3,0,0,1,C,0
26,3,0,1,1,S,1
27,3,0,0,1,C,1
18,3,0,1,1,O,0
39,3,0,1,1,C,1
51,3,1,0,1,C,0
41,3,1,0,1,C,0
36,3,1,0,1,C,0
46,16,1,0,1,C,1
51,14,1,0,1,C,0
43,13,0,0,1,O,0
32,7,1,0,1,C,0
38,5,1,0,1,S,0
35,4,0,0,1,C,0
44,3,0,1,1,C,0
39,3,0,0,1,S,0
48,3,0,1,1,C,1
23,3,0,0,1,S,0
31,3,0,0,1,S,0
46,3,1,1,1,C,0
56,3,1,0,1,C,1
50,3,1,1,1,S,0
23,3,1,0,1,S,0
47,3,1,0,1,C,0
38,3,1,0,1,S,0
60,3,1,1,1,C,0
44,3,1,0,1,C,0
43,3,0,0,1,C,0
28,3,0,0,1,C,1
24,3,1,0,1,C,0
81,3,1,0,1,C,0
77,3,1,0,1,C,0
38,3,1,1,0,C,0
35,3,0,0,1,S,1
36,3,0,1,1,C,0
26,3,1,0,1,C,0
19,3,0,0,1,S,1
69,3,1,0,1,C,0
29,10,0,0,1,S,0
29,6,1,0,1,O,0
28,5,1,0,1,C,0
43,3,1,0,1,C,0
56,3,0,0,1,C,0
27,3,1,1,1,S,0
42,3,0,0,1,C,0
36,3,0,1,1,C,1
18,3,1,0,1,C,0
24,3,0,0,1,S,0
71,3,1,0,1,C,0
64,3,1,0,1,C,0
68,3,1,0,1,C,0
48,3,1,1,1,C,0
46,3,1,0,1,C,0
38,3,1,0,1,C,0
47,3,0,1,1,C,1
22,3,1,1,1,S,0
71,3,1,1,1,C,0
27,3,0,0,1,S,0
51,3,1,0,1,C,0
23,3,0,0,1,S,1
21,3,1,1,1,S,1
62,3,0,0,1,C,0
47,3,1,0,1,C,0
23,3,1,1,1,S,0
39,3,0,1,1,C,1
54,3,1,0,1,C,0
44,3,0,0,1,C,0
27,3,1,1,1,S,0
46,3,1,1,1,C,0
20,3,0,1,1,S,0
22,3,1,0,1,S,0
27,3,1,1,1,S,0
38,18,1,0,1,C,1
25,9,1,0,1,O,1
38,8,0,0,1,C,1
32,8,1,0,1,C,0
41,6,1,1,1,S,0
30,3,1,0,1,S,0
27,3,1,0,1,S,0
23,3,0,0,1,S,0
50,3,1,0,1,C,0
26,3,1,1,1,S,1
62,3,1,0,1,C,0
55,3,0,0,1,S,0
42,3,1,1,1,C,0
28,3,1,1,1,S,0
69,3,1,0,1,C,0
71,3,0,1,1,O,0
47,3,1,0,0,C,1
36,3,0,0,1,C,0
32,3,0,0,1,C,0
65,3,1,0,1,C,0
65,3,1,0,1,C,1
46,3,1,0,1,C,0
29,3,1,0,1,S,1
43,3,0,0,1,C,0
40,3,0,0,1,C,0
21,3,1,0,1,S,0
30,3,1,0,1,S,0
58,11,1,0,1,C,0
68,3,1,0,1,C,0
29,3,1,0,1,C,0
31,3,1,1,1,S,0
25,18,1,0,1,S,1
34,2,1,1,1,C,0
26,3,1,1,1,S,1
45,2,1,1,1,C,0
58,2,1,0,1,C,0
31,3,1,1,1,S,1
32,2,1,1,1,S,0
20,2,1,1,1,S,1
36,3,1,0,1,C,0
41,2,0,0,1,O,0
59,3,1,0,1,C,0
53,3,1,0,1,C,0
32,3,1,0,1,C,0
51,2,1,0,1,C,0
31,3,0,1,1,S,1
25,2,1,0,1,C,0
31,2,1,0,1,C,0
34,2,1,1,1,S,1
59,2,1,0,1,C,0
29,2,1,0,1,S,0
63,2,1,0,1,C,0
40,2,1,0,1,C,0
52,15,0,0,1,C,1
45,2,0,0,1,C,0
47,2,0,0,1,O,0
30,2,0,1,1,C,1
44,2,1,0,1,C,0
48,2,1,0,1,C,0
60,6,1,1,1,C,0
35,2,1,1,1,C,1
48,2,1,0,1,C,0
64,18,1,0,1,C,0
51,2,1,1,1,C,0
49,2,1,0,1,C,0
36,2,0,1,1,C,1
55,2,1,0,1,O,0
47,3,0,0,1,C,0
28,2,1,1,1,C,1
28,16,1,0,1,S,0
21,2,1,0,1,S,0
25,2,0,0,1,S,0
30,2,1,1,1,S,0
26,2,0,1,1,S,0
59,2,1,0,1,C,0
44,2,1,0,1,C,0
49,2,1,1,1,C,0
43,2,1,1,1,C,0
27,16,1,0,1,S,0
44,8,1,0,1,C,0
47,3,1,0,1,C,0
27,14,1,0,1,S,0
27,3,0,0,1,C,1
62,2,1,1,1,O,0
27,5,1,1,1,C,1
37,2,1,1,1,C,0
63,8,1,1,1,C,0
50,18,1,0,1,C,1
67,7,1,0,1,C,0
59,31,1,1,1,C,0
32,2,0,0,1,S,0
63,13,1,0,1,S,0
46,3,1,0,1,C,0
58,15,1,1,1,C,1
18,2,1,0,1,S,0
60,7,0,1,1,O,0
67,2,1,1,1,C,0
41,8,0,0,1,C,1
30,2,1,0,1,C,0
64,26,1,0,1,C,1
32,2,0,0,1,C,0
62,21,1,0,1,C,0
68,6,1,1,1,C,0
32,2,0,1,1,C,1
63,2,1,1,1,C,1
46,2,1,0,1,C,0
52,2,1,1,1,C,0
25,16,1,1,1,O,1
28,12,0,0,1,S,1
22,2,1,1,1,S,1
27,2,1,0,0,S,0
33,7,1,0,1,C,0
36,2,1,0,1,C,1
31,3,1,1,1,S,0
35,2,1,0,1,C,1
33,2,1,0,1,C,0
51,2,1,0,1,C,1
38,2,1,1,1,C,0
43,2,0,0,1,O,0
37,2,0,0,1,C,0
39,2,1,1,1,O,1
45,2,1,0,1,C,0
45,4,1,0,1,C,0
26,2,0,1,1,S,1
39,2,1,0,1,C,0
41,2,1,0,1,C,0
28,2,1,0,1,C,0
28,2,0,0,1,C,0
48,2,0,0,1,O,1
25,2,1,1,1,S,1
35,2,0,1,1,S,1
51,2,1,0,1,C,0
28,2,1,1,1,C,0
27,2,1,0,1,S,0
30,2,0,1,1,C,1
60,2,1,0,1,C,0
21,2,0,0,1,S,1
39,2,1,0,0,S,0
38,2,1,0,1,C,0
67,2,1,0,1,C,0
66,2,1,0,1,C,0
43,2,1,0,1,C,0
31,2,1,0,1,C,0
38,2,1,0,0,C,1
59,2,1,1,1,C,0
52,2,1,1,1,C,0
50,2,1,0,1,C,0
47,2,0,1,1,C,1
36,2,1,0,1,C,0
45,2,0,0,1,C,0
49,2,1,0,1,C,0
57,2,0,0,1,C,0
51,2,0,0,1,C,0
34,2,1,0,1,C,0
19,2,1,1,1,S,0
50,2,1,1,1,C,0
61,2,1,0,1,S,0
31,2,1,0,1,C,0
31,2,1,0,1,C,1
69,2,1,1,1,C,0
55,2,1,1,1,C,0
43,2,0,1,1,O,1
45,2,1,1,1,C,0
35,2,1,0,1,C,0
23,2,0,1,1,S,1
70,2,1,0,1,C,0
32,2,1,0,1,C,1
23,2,1,1,1,S,1
45,2,0,1,1,C,1
46,2,0,0,1,C,0
41,2,0,1,1,C,0
20,2,0,0,1,S,0
39,2,0,0,1,C,0
57,2,1,1,1,C,0
50,2,1,0,1,C,0
44,2,1,0,1,C,0
28,2,1,0,1,S,0
56,2,1,0,1,C,1
39,2,0,1,1,C,1
24,2,0,0,1,S,0
34,2,1,0,1,S,0
40,2,1,0,1,C,1
41,2,1,0,1,C,0
54,2,1,0,1,C,0
56,2,0,0,1,O,0
23,2,1,0,1,S,0
59,2,1,0,1,C,0
28,2,0,1,1,S,0
17,2,1,0,1,S,0
28,2,1,0,1,S,1
25,2,1,0,1,S,0
19,2,1,0,1,S,1
24,2,1,0,1,C,0
26,2,1,0,1,C,0
48,2,1,1,1,C,0
49,4,1,1,1,C,0
44,2,1,0,1,C,0
40,2,0,0,1,C,0
33,2,0,0,1,C,0
34,2,1,0,1,C,0
35,2,0,0,1,S,0
60,2,1,1,1,C,0
23,2,1,0,1,S,0
50,2,1,1,1,C,0
30,2,1,0,1,C,0
59,2,1,0,1,C,0
60,2,1,0,1,O,0
29,2,1,0,1,S,0
27,2,1,0,1,S,0
34,2,0,0,1,O,0
54,2,1,1,1,C,0
18,2,1,1,1,S,1
25,2,1,0,1,C,1
80,2,1,0,1,C,0
38,2,1,0,1,C,0
29,2,1,0,1,C,0
43,2,1,0,1,O,0
42,2,1,1,1,C,0
72,2,1,0,1,C,0
67,2,0,0,1,C,0
71,2,1,0,1,C,0
70,2,1,0,1,C,0
35,2,1,0,1,C,0
70,2,1,0,1,C,0
29,2,1,1,1,C,1
60,2,1,1,1,C,0
39,2,1,1,1,S,0
57,2,0,0,1,C,0
15,2,1,0,0,S,0
32,2,0,1,1,C,1
22,2,0,0,1,S,0
67,2,1,0,1,C,0
64,2,1,1,1,C,0
18,2,1,1,1,C,0
27,2,1,0,1,S,0
50,2,1,0,1,C,0
41,2,1,1,1,C,0
48,2,1,0,1,C,0
46,2,1,0,1,S,0
30,2,1,1,1,S,0
31,2,1,1,1,C,0
27,2,0,1,1,S,1
54,2,1,0,1,C,0
53,2,1,0,1,C,0
45,2,0,0,1,C,0
26,2,1,0,1,S,0
57,2,1,0,1,C,0
21,2,1,0,1,S,1
27,2,1,0,0,S,0
33,2,1,0,1,C,1
27,2,1,1,1,S,1
46,2,1,0,1,C,0
46,2,0,0,1,C,0
71,2,1,1,1,C,0
75,2,1,0,1,C,0
28,2,0,1,1,S,0
69,2,1,0,1,C,0
21,2,0,1,1,S,1
46,2,1,1,1,C,0
28,2,1,0,1,C,0
59,2,1,1,1,C,0
39,2,1,0,1,C,0
51,2,1,1,1,C,0
30,2,1,1,1,S,1
38,2,1,1,1,C,0
30,2,0,1,1,C,0
25,2,1,1,1,S,0
29,2,0,0,1,C,0
35,2,1,0,1,C,0
29,2,0,1,1,C,0
38,2,1,0,1,C,0
41,2,0,1,1,C,1
36,2,1,1,1,C,0
28,2,1,0,1,C,0
44,2,1,1,1,C,0
47,2,1,1,1,C,0
37,2,0,0,1,C,0
47,2,1,0,1,O,0
61,2,1,1,1,C,0
47,2,1,0,1,C,0
52,2,0,0,1,C,0
33,2,1,0,1,C,0
65,2,1,0,1,C,1
47,2,1,0,1,C,0
42,2,1,0,1,O,0
17,2,1,1,1,S,1
24,2,1,1,1,S,0
45,2,0,1,1,C,0
62,2,1,0,1,C,0
30,2,1,1,1,C,1
56,2,1,1,1,O,0
18,2,1,0,1,S,1
27,2,0,0,1,C,1
47,2,0,0,1,C,0
29,2,0,0,1,S,1
31,2,1,1,1,S,1
26,2,0,1,1,C,0
30,2,1,0,1,S,0
26,2,1,1,1,S,1
59,2,1,0,1,C,0
24,2,0,0,1,S,1
26,2,0,0,1,S,0
29,2,1,1,1,S,0
34,2,1,0,1,C,0
23,2,1,1,1,S,1
20,2,1,0,1,S,0
52,2,1,0,1,C,0
42,2,1,0,1,C,0
55,2,1,0,1,C,1
67,2,1,1,1,C,0
37,2,0,1,1,S,1
69,2,1,0,1,C,0
35,2,1,0,1,C,0
25,2,1,0,1,S,0
20,2,1,1,0,S,0
30,2,0,0,1,C,0
37,2,0,0,1,C,0
59,2,1,0,1,S,0
29,2,1,1,0,O,0
36,2,0,0,1,S,0
24,2,0,1,1,S,0
23,2,1,1,1,C,1
32,2,1,1,1,S,1
40,2,0,0,1,C,0
46,2,0,0,1,C,0
48,2,0,1,1,C,0
26,2,0,0,1,S,1
21,2,1,0,0,S,0
28,2,1,1,1,S,0
32,2,0,0,1,C,0
36,2,1,1,1,C,0
51,2,0,0,1,C,0
27,4,0,0,1,S,1
27,2,1,0,1,C,0
21,2,1,0,1,S,0
20,2,1,0,1,S,0
30,2,1,1,1,S,0
31,2,0,1,1,C,1
52,2,1,0,1,C,0
52,2,1,1,1,C,0
23,2,1,0,1,S,0
71,2,1,0,1,C,0
46,2,1,1,1,C,0
45,2,1,0,1,C,0
34,2,1,0,1,C,0
35,2,1,1,1,C,0
22,2,1,1,1,S,0
27,2,0,1,1,S,0
65,2,1,1,1,C,0
36,2,1,1,1,C,0
